6611	2	1	0	1	0	1	0	0	1	0	0	0	0	50.04	.	66.01	0.33	0	0.56	0
6800	2	1	1	0	0	0	0	0	0	0	0	0	0	50.1	55.21	59.19	0.33	0	0.67	0
1840	2	0	0	1	0	1	0	0	0	1	0	0	0	43.43	52	.	1	1	1	1
6469	2	0	0	1	1	0	1	1	1	1	1	1	1	46.64	54.22	61.16	1	1	1	1
6115	2	1	1	1	1	1	0	1	.	.	.	.	.	40.12	.	.	.	.	.	.
5593	2	1	0	1	1	1	1	1	1	1	1	0	1	39.13	.	48.5	.	.	0.17	0
3803	2	1	0	0	.	1	0	0	0	0	0	0	0	55.69	.	64.75	0.33	0	0.22	0
4168	2	0	0	1	0	0	0	0	1	0	0	0	0	47.3	36.89	57.4	0.33	0	0.56	0
4607	2	0	0	1	1	1	0	1	0	0	0	0	0	43.58	.	51.8	0.33	0	0.75	0
4618	2	0	0	1	0	1	1	1	1	1	1	1	1	49.28	31.45	.	1	1	1	1
3299	2	1	0	1	0	0	0	1	1	1	1	1	1	51.41	.	.	0	0	0.62	0
5374	2	1	1	1	0	0	0	0	.	.	.	.	.	44.11	.	.	.	.	.	.
3746	2	0	0	1	0	0	1	0	0	.	1	0	1	48.8	.	.	.	.	.	.
5353	2	0	0	1	0	1	.	0	1	0	0	0	0	51.78	62.25	.	.	.	.	.
4533	2	0	1	1	0	0	0	0	1	1	1	1	1	47.81	43.23	.	1	1	1	1
2417	2	1	1	1	1	0	0	0	0	0	0	0	0	49.73	61.09	67.63	0.67	0	0.22	0
6901	2	1	1	1	0	1	0	0	1	0	1	0	0	47.33	54.61	.	.	.	.	.
3616	2	0	0	0	0	1	0	1	.	.	.	.	.	40.39	.	.	.	.	.	.
3094	2	0	0	1	1	1	1	1	0	0	0	0	0	42.58	46.75	.	.	.	.	.
1378	2	0	0	1	0	1	1	0	0	0	0	0	0	33	37.86	39.14	0.33	0	0.22	0
2063	2	1	0	1	1	1	0	0	1	1	0	1	1	37.63	38.83	47.27	0.33	0	0.33	0
4582	2	0	.	1	1	1	1	1	.	.	.	.	.	48.03	.	.	1	1	1	1
6062	2	0	1	1	0	1	1	1	.	.	.	.	.	42.98	.	.	.	.	.	.
1976	2	0	0	1	1	1	1	1	.	.	.	.	.	48.33	46.61	.	1	1	1	1
4092	2	1	0	1	1	0	0	1	.	.	.	.	.	42.11	.	.	.	.	.	.
2319	2	0	0	0	1	1	1	1	.	.	.	.	.	36.17	.	.	1	1	1	1
1721	2	0	0	1	1	.	0	0	0	0	.	0	0	48.05	.	.	0	0	0	0
3996	2	0	0	1	1	1	1	1	.	.	.	.	.	44.19	.	.	0	0	0	0
4754	2	1	0	0	0	1	1	0	.	.	.	.	.	31.14	.	.	.	.	.	.
3585	2	0	0	0	1	1	1	0	0	.	1	0	0	38.34	36.46	.	.	.	.	.
2784	2	0	.	1	1	1	0	1	.	.	.	.	.	36.78	.	.	.	.	.	.
4039	2	0	0	0	1	0	0	1	.	.	.	.	.	31.52	.	.	1	1	1	1
5373	2	1	0	1	1	1	1	1	1	1	1	1	1	67.35	78.21	.	0.67	0	0.56	0
1033	2	0	0	1	0	1	0	1	1	1	1	0	1	44.24	45.14	52.57	0.67	0	0.78	0
2418	2	0	.	0	0	1	0	0	0	0	0	0	0	43.59	.	27.01	0	0	0.75	0
5318	2	1	0	0	1	0	1	0	.	.	.	.	.	.	.	.	.	.	.	.
1794	2	0	0	0	1	1	1	1	0	1	0	0	0	48.83	53.98	62.6	0.33	0	0.11	0
2212	2	0	0	0	0	0	0	0	.	.	.	.	.	40.21	.	.	.	.	.	.
1324	2	0	1	1	1	1	0	1	.	.	.	.	.	42.71	.	.	.	.	.	.
1681	2	0	1	1	1	1	0	1	.	.	.	.	.	33.85	35.97	.	.	.	.	.
4916	2	1	0	1	0	0	1	1	0	1	1	1	1	49.85	.	.	.	.	.	.
2310	2	1	1	0	0	0	0	0	0	0	0	0	0	52.57	55.21	56.85	0	0	0	0
1382	2	0	1	0	0	0	0	0	.	.	.	.	.	35.06	48.05	.	.	.	.	.
1497	2	0	0	1	0	0	1	0	.	.	.	.	.	49.09	.	.	.	.	.	.
4615	2	1	0	1	0	0	0	0	0	0	0	0	0	49.83	51.28	55.24	0	0	0.12	0
1614	2	0	1	1	0	0	0	0	1	0	0	0	0	35.98	31.86	45.49	0.33	0	0.33	0
1577	2	1	0	0	0	0	0	0	.	.	.	.	.	37.6	.	.	.	.	.	.
1656	2	1	1	1	1	1	1	1	.	.	.	.	.	46.66	.	.	1	1	1	1
1791	2	0	0	1	1	1	1	1	.	.	.	.	.	42.43	.	.	.	.	.	.
5650	2	1	1	1	0	0	0	1	0	0	1	0	0	46.79	59.77	.	1	1	1	1
2407	2	1	0	0	0	0	0	0	.	.	.	.	.	57.68	.	.	.	.	.	.
4924	2	0	0	1	1	1	1	0	.	.	.	.	.	57.58	71.65	.	1	1	1	1
2109	2	0	1	0	0	0	0	0	0	1	0	0	0	42.12	46.01	.	.	.	.	.
2396	2	0	0	0	0	0	0	0	.	.	.	.	.	44.21	.	.	.	.	.	.
1301	2	1	1	1	1	1	1	0	.	.	.	.	.	46.59	.	.	.	.	.	.
4853	2	1	0	1	1	1	1	1	1	1	1	1	1	36.78	43.51	50.27	0	0	0	0
2834	2	1	1	1	1	1	1	1	0	0	1	0	1	44.06	39.89	36.18	1	1	0.78	0
1774	2	0	0	0	0	0	0	0	0	0	0	0	0	34.74	35.72	.	.	.	.	.
3830	2	0	1	0	0	0	1	1	1	1	1	1	1	36.86	57.5	.	1	1	1	1
6426	2	0	1	0	0	0	1	1	.	.	.	.	.	34.65	.	.	.	.	.	.
5401	2	1	0	0	0	0	1	0	.	.	.	.	.	57.84	.	.	.	.	.	.
6085	2	0	1	0	1	1	1	1	1	1	1	1	1	41.62	46.97	.	1	1	1	1
2132	2	1	1	0	0	0	1	1	1	1	0	0	0	35.41	48.57	37.24	1	1	1	1
4309	2	1	1	0	0	0	0	0	.	.	.	.	.	36.27	.	.	.	.	.	.
2561	2	1	1	0	1	1	1	1	1	1	1	1	1	32.04	.	51.34	1	1	0.33	0
1259	2	0	1	1	1	1	1	1	.	.	.	.	.	34.72	.	.	.	.	.	.
3882	2	1	1	1	1	0	1	1	1	1	1	1	1	60.08	82.14	79.43	0.67	0	0.78	0
5023	2	0	1	1	1	1	1	1	.	.	.	.	.	41.88	.	.	.	.	.	.
6809	2	0	0	0	0	0	0	0	.	.	.	.	.	42.35	.	.	.	.	.	.
3782	2	0	1	1	1	1	1	1	.	.	.	.	.	41.94	.	.	.	.	.	.
3046	2	0	1	0	0	0	0	0	.	.	.	.	.	33.67	.	.	.	.	.	.
1521	2	0	1	1	1	1	1	1	1	1	1	1	1	41.28	43.78	.	.	.	.	.
3345	2	0	0	1	0	1	1	1	1	1	1	1	1	38.45	37.49	.	.	.	.	.
4501	2	1	1	0	1	1	1	0	.	.	.	.	.	39.9	.	80.4	0.33	0	0.22	0
1908	2	0	0	1	0	0	0	0	.	.	.	.	.	43.38	.	.	.	.	.	.
1024	2	0	0	1	0	0	1	1	1	1	1	0	1	39.06	.	.	.	.	.	.
2651	2	1	0	1	1	1	0	0	.	.	.	.	.	37.75	49.83	.	1	1	1	1
5819	2	0	0	1	1	0	1	1	0	0	1	0	1	40.29	48.71	.	1	1	1	1
6402	2	0	.	1	1	1	1	1	.	.	.	.	.	48.49	.	.	1	1	1	1
5031	2	0	1	0	0	0	1	0	1	1	1	0	0	55.28	73.48	80.76	1	1	0.78	0
1300	2	0	1	0	0	0	0	0	.	.	.	.	.	34.16	.	.	1	1	1	1
3409	2	0	0	1	1	1	0	0	.	.	.	.	.	41.37	.	.	1	1	1	1
5201	2	0	1	0	0	0	1	1	.	.	.	.	.	46.34	.	.	.	.	.	.
4626	2	0	1	1	1	1	0	1	1	1	1	1	1	54.19	.	.	.	.	.	.
5326	2	0	0	1	1	1	1	1	.	.	.	.	.	47.01	.	.	.	.	.	.
5866	2	0	1	1	1	1	0	1	.	.	.	.	.	.	.	.	.	.	.	.
1697	2	0	1	1	1	1	1	1	1	1	1	1	1	54.29	55.44	67.69	1	1	1	1
5941	2	0	0	1	1	1	1	1	.	.	.	.	.	46.61	.	.	.	.	.	.
2941	2	0	1	1	0	0	0	0	.	.	.	.	.	37.54	.	.	1	1	1	1
3043	2	1	.	1	1	1	1	0	.	.	.	.	.	36.72	.	.	.	.	.	.
5961	2	0	0	0	.	0	1	0	.	.	.	.	.	40.86	.	.	.	.	.	.
3134	2	0	1	0	0	0	0	0	0	0	1	0	0	35.29	59.73	.	1	1	1	1
6731	2	0	1	0	0	0	0	0	.	.	.	.	.	38.41	52.36	.	.	.	.	.
5645	2	0	1	0	0	1	0	1	0	0	0	0	0	35.87	.	.	0	0	0.75	0
3823	2	0	1	1	0	0	0	1	0	1	0	0	1	47.51	63.95	.	.	.	.	.
1397	2	1	1	1	1	0	0	0	1	0	0	0	0	43.04	40.74	51.39	0.33	0	0.12	0
5789	2	0	0	1	1	1	1	1	0	0	0	0	0	47.89	58.92	.	.	.	.	.
5865	2	1	.	1	0	1	0	0	.	.	.	.	.	34.91	.	.	.	.	.	.
6316	2	1	1	1	0	1	0	1	.	.	.	.	.	53.79	.	.	.	.	.	.
6140	2	0	0	0	0	1	1	1	.	.	.	.	.	30.2	.	.	.	.	.	.
4289	2	0	1	0	0	0	0	0	.	.	.	.	.	47.66	.	.	.	.	.	.
1762	2	0	1	1	0	1	0	1	0	1	0	0	0	52.62	63.33	69.74	0.33	0	0.78	0
2420	2	1	1	1	1	1	1	1	.	.	.	.	.	39.02	.	.	.	.	.	.
5179	2	1	1	0	1	0	0	1	0	0	0	0	1	41	60.76	.	1	1	1	1
3630	2	0	1	1	1	1	1	1	1	1	0	1	1	42.11	57.01	55.69	0.33	0	0.11	0
6606	2	1	1	1	1	1	1	0	.	.	.	.	.	42.45	.	.	0	0	0	0
1199	2	0	0	1	1	1	1	1	.	.	.	.	.	31.07	.	.	0	0	0	0
3107	2	1	0	1	0	1	0	0	0	0	0	0	0	38.65	48.77	45.91	0.33	0	0.11	0
4053	2	1	1	1	0	1	1	1	1	0	1	0	1	43.28	51.34	.	.	.	.	.
5249	2	1	1	1	0	0	0	0	1	0	1	0	0	42.96	52.17	.	0.33	0	0.11	0
6590	2	1	0	1	0	1	0	0	1	1	1	1	1	48.63	48.46	.	0.67	0	0.89	0
2458	2	0	0	0	0	1	0	0	.	.	.	.	.	45.88	.	.	.	.	.	.
6473	2	1	1	0	1	1	0	1	.	.	.	.	.	30.47	.	.	.	.	.	.
5396	2	0	0	1	0	1	0	1	.	.	.	.	.	38.72	.	.	.	.	.	.
1642	2	1	0	1	0	0	0	0	.	.	.	.	.	38.08	.	.	.	.	.	.
1331	2	1	1	0	0	0	1	0	.	.	.	.	.	47.71	.	.	1	1	1	1
6835	2	1	1	1	1	1	1	1	.	.	.	.	.	38.18	.	.	.	.	.	.
3265	2	0	1	1	0	1	1	1	.	.	.	.	.	28.46	45.47	.	.	.	.	.
5093	2	0	0	1	1	1	1	1	1	1	1	1	1	52.71	66.11	70.27	0.33	0	0.11	0
6152	2	1	0	1	0	0	0	0	.	.	.	.	.	55.02	.	.	.	.	.	.
5282	2	1	1	0	1	0	1	0	1	0	1	0	1	30.4	36.99	.	0.33	0	0.33	0
1859	2	1	0	0	0	0	0	0	.	.	.	.	.	40.44	.	.	.	.	.	.
3416	2	0	1	1	1	1	1	1	.	.	.	.	.	43.99	.	.	.	.	.	.
1419	2	1	1	1	1	1	1	1	.	.	.	.	.	40.31	50.36	.	.	.	.	.
6229	2	0	1	1	1	1	1	1	1	1	1	1	1	38.89	48.88	37.41	1	1	1	1
3037	2	1	1	1	1	1	1	1	.	.	.	.	.	41.34	.	.	.	.	.	.
4715	2	0	1	1	1	0	1	1	.	.	.	.	.	46.26	.	.	1	1	0.89	0
3690	2	0	1	1	0	0	1	1	.	.	.	.	.	46.2	.	.	.	.	.	.
4817	2	0	1	1	0	1	0	1	.	.	.	.	.	44.53	.	.	.	.	.	.
4591	2	1	1	1	0	1	0	0	1	0	0	1	1	51	57.65	.	1	1	1	1
5469	2	0	0	1	1	1	1	1	.	.	.	.	.	40.47	.	.	.	.	.	.
1116	2	0	0	1	0	0	1	0	0	0	0	0	1	51.49	63.08	.	1	1	1	1
5700	2	0	1	0	1	1	1	1	.	.	.	.	.	46.71	.	.	1	1	1	1
6690	2	0	1	1	0	0	0	0	.	.	.	.	.	38.14	.	.	.	.	.	.
2580	2	1	1	1	.	0	0	1	1	1	1	1	1	39.2	43.82	.	1	1	1	1
1672	2	0	1	1	1	1	1	0	.	.	.	.	.	35.53	.	.	.	.	.	.
3992	2	0	1	0	0	1	1	0	0	0	0	1	0	47.63	46.76	.	.	.	.	.
4067	2	0	1	0	0	0	0	0	.	.	.	.	.	33.44	.	.	.	.	.	.
6537	2	0	1	1	0	1	0	0	.	.	.	.	.	35.92	.	.	.	.	.	.
1693	2	1	0	0	0	0	0	0	.	.	.	.	.	41.45	.	.	.	.	.	.
5135	2	1	0	1	1	1	1	1	.	.	.	.	.	35.61	.	.	.	.	.	.
2322	2	0	1	1	1	0	1	1	.	.	.	.	.	45.06	.	.	1	1	1	1
6256	2	0	0	1	0	0	1	1	.	.	.	.	.	38.41	.	.	.	.	.	.
2007	2	1	1	1	0	1	0	1	0	0	1	1	0	33.6	44.29	.	0	0	0	0
5248	2	1	0	1	1	0	1	0	1	1	1	1	1	35.03	53.47	.	.	.	.	.
2085	2	1	1	0	0	1	0	1	0	0	0	0	0	42.17	54.13	.	1	1	1	1
3694	2	0	0	1	0	0	0	0	.	.	.	.	.	34.37	.	.	.	.	.	.
5325	2	1	1	1	1	0	1	1	1	1	1	1	1	39.93	44.57	.	1	1	1	1
3209	2	0	1	0	0	1	1	0	.	.	.	.	.	39.35	36.52	.	.	.	.	.
3309	2	0	0	0	1	1	1	1	0	0	0	0	0	44.16	.	.	1	1	1	1
6417	2	1	1	1	0	0	0	0	0	1	1	1	1	43.56	.	.	1	1	1	1
4945	2	1	1	0	0	0	0	0	.	.	.	.	.	41.08	.	.	.	.	.	.
6013	2	1	1	1	1	1	1	1	.	.	.	.	.	32.71	.	.	.	.	.	.
4347	2	0	1	1	1	0	1	1	1	1	1	1	0	33.26	41.99	45.78	0.33	0	0.67	0
6597	2	0	1	1	1	1	1	1	0	0	0	0	0	51.42	65.46	.	0.33	0	0.11	0
4523	2	0	1	1	0	0	1	1	0	0	0	0	0	47.42	.	.	.	.	.	.
3362	2	1	1	1	1	1	1	0	.	.	.	.	.	41.94	.	.	.	.	.	.
5919	2	0	1	1	1	1	0	1	1	0	1	0	0	43.61	60.35	.	.	.	.	.
2250	2	1	0	0	0	0	0	0	1	0	0	0	0	68.15	89.89	91.3	0.67	0	0.78	0
1685	2	1	0	0	0	0	0	0	0	0	0	0	0	62.13	76.57	.	1	1	1	1
6744	2	1	0	0	0	0	0	0	0	0	0	0	0	63.53	76.12	.	0.67	0	0.56	0
3048	2	0	0	0	0	0	.	0	.	.	.	.	.	62.86	.	.	1	1	1	1
5303	2	0	0	0	0	0	0	0	.	.	.	.	.	38.93	.	47.39	0.33	0	0.75	0
4491	2	1	0	0	0	0	.	0	0	0	0	0	0	58.21	70.89	.	1	1	1	1
5202	2	1	0	0	0	0	1	0	0	1	0	1	1	59.35	80.96	93.3	0.67	0	0.67	0
3171	2	0	0	1	0	0	1	0	1	0	0	1	0	46.69	72.37	.	1	1	1	1
2266	2	0	0	0	1	1	0	1	1	1	1	1	1	59.66	73.01	.	1	1	1	1
2534	2	0	0	0	0	0	1	0	.	.	.	.	.	69.87	.	.	1	1	1	1
5595	2	0	.	.	.	.	.	.	.	.	.	.	.	41.81	.	.	0	0	0	0
2158	2	0	0	0	0	0	1	0	0	0	0	0	0	64.76	75.8	.	.	.	.	.
1780	2	0	0	1	0	0	1	0	1	0	0	0	0	39.69	.	.	.	.	.	.
6727	2	1	0	0	0	1	0	0	0	0	.	0	0	55.17	64.78	.	1	1	1	1
5719	2	0	0	1	1	1	0	1	1	1	1	1	0	58.23	68.88	78.95	1	1	1	1
2914	2	0	0	1	1	1	0	1	.	.	.	.	.	48.12	.	.	1	1	1	1
6414	2	1	0	0	0	0	0	0	.	.	.	.	.	54.6	.	.	1	1	1	1
3988	2	1	0	0	1	0	0	1	.	.	.	.	.	54.41	.	.	0.33	0	0.56	0
2192	2	0	0	1	1	1	1	0	1	1	1	1	1	75.93	93.14	.	1	1	1	1
1289	2	0	0	1	1	1	1	1	1	1	1	1	1	62.01	95.26	.	1	1	1	1
1462	2	0	0	0	0	0	0	0	.	.	.	.	.	38.07	.	.	.	.	.	.
3985	2	0	0	.	.	.	.	.	1	0	0	0	0	53.21	.	.	.	.	.	.
2652	2	1	0	0	0	0	0	0	1	0	0	0	0	53.06	65.84	.	1	1	1	1
2227	2	0	0	.	.	.	.	.	1	1	1	0	1	46.49	44.57	.	1	1	0.75	0
5521	2	1	0	0	0	0	0	0	1	1	.	1	1	53.94	62.47	64.48	0.33	0	0.33	0
5895	2	0	0	.	.	.	.	.	0	1	1	0	0	59.79	74.51	.	1	1	1	1
2321	2	1	0	0	0	0	0	0	0	0	0	0	0	42.23	59.33	45.5	0.33	0	0.11	0
3597	2	1	0	0	0	0	0	0	0	0	0	0	0	53.12	44.93	.	.	.	.	.
6091	2	1	0	0	0	0	0	0	1	0	0	0	0	60.53	.	.	1	1	1	1
3442	2	1	0	0	0	0	0	0	.	.	.	.	.	62.03	63.49	.	0.67	0	0.89	0
1071	2	1	0	0	0	0	0	0	1	1	0	0	1	53.24	73.3	79.79	0.67	0	0.22	0
1452	2	1	0	0	0	0	0	0	1	1	0	1	1	71.91	88.87	91.45	1	1	0.89	0
1330	2	1	0	0	0	0	0	0	1	0	1	0	0	44.37	56.45	84.54	0.33	0	0.56	0
2051	2	1	0	0	0	0	0	0	1	0	0	0	0	60.99	69.96	.	1	1	1	1
1235	2	0	0	1	1	1	1	1	1	1	1	1	1	40.08	.	56.13	0.67	0	0.67	0
2682	2	0	0	0	0	1	1	1	.	.	.	.	.	43.36	.	.	0	0	0	0
4928	2	1	0	1	1	1	1	1	.	.	.	.	.	41.4	.	50.3	0.33	0	0.33	0
1429	2	0	0	1	0	1	0	1	.	.	.	.	.	45.2	.	.	.	.	.	.
1686	2	0	0	1	0	1	0	0	1	1	1	1	1	67.51	75.57	.	1	1	1	1
3322	2	0	0	1	1	1	1	1	1	0	0	0	0	66.67	85.73	.	0.67	0	0.89	0
1584	2	0	0	1	1	1	1	0	0	0	0	0	0	40.47	.	.	.	.	.	.
6164	2	0	0	0	0	0	.	0	1	1	1	1	1	57.42	65.09	.	1	1	1	1
1480	2	0	0	0	0	0	0	0	1	1	1	1	1	60.57	52.07	.	0.33	0	0.78	0
4963	2	1	0	0	0	0	0	0	0	0	0	1	0	57.18	67.86	.	1	1	0.56	0
3207	2	0	0	0	1	1	0	1	1	1	1	1	1	52.08	65.12	64.51	1	1	1	1
4295	2	1	0	0	0	0	0	0	0	1	1	0	0	73.33	74.52	.	1	1	1	1
6817	2	1	0	0	0	0	0	0	1	0	0	0	0	50.39	57.35	.	1	1	1	1
4225	2	1	0	0	0	0	0	0	1	0	0	0	0	52.03	68.25	.	0.67	0	0.25	0
4124	2	0	0	0	0	0	0	0	1	0	1	0	0	50.78	78.34	87.43	1	1	1	1
3061	2	0	0	1	0	0	0	0	1	.	1	1	1	67.21	82.67	99.3	1	1	1	1
6798	2	0	0	0	0	1	0	0	1	1	1	1	1	58.54	85.55	88.62	0.67	0	0.78	0
1250	2	1	0	0	0	.	1	0	1	0	0	0	0	37.11	49.15	.	1	1	0.56	0
1550	2	1	0	1	0	0	0	0	1	0	1	0	0	48.74	53.72	.	0.67	0	0.78	0
3584	2	1	0	0	0	1	1	0	.	.	.	.	.	46.07	.	.	0.33	0	0.67	0
3122	2	1	0	0	0	0	0	0	0	0	0	0	0	42.1	55.14	.	0.33	0	0.11	0
2424	2	1	0	1	0	0	0	1	.	.	.	.	.	54.19	.	.	.	.	.	.
2066	2	1	0	0	0	0	0	1	0	0	0	0	0	62.62	71.76	.	0.33	0	0.78	0
2338	2	1	0	1	0	1	1	1	0	1	1	0	1	65.19	86.93	91.4	0.67	0	0.89	0
3656	2	1	0	0	1	1	1	1	0	0	0	0	0	57.9	63.21	.	1	1	1	1
4674	2	0	0	1	1	1	1	0	0	0	0	0	0	34.89	.	.	.	.	.	.
1095	2	0	0	0	0	0	0	0	0	.	0	0	0	49.6	73.7	.	1	1	1	1
5230	2	1	0	0	0	0	0	0	1	1	1	1	1	55.51	70.12	.	1	1	1	1
4182	2	1	0	1	0	0	1	1	1	1	1	0	0	59.76	67.87	.	0.67	0	0.89	0
2471	2	1	0	1	.	.	1	0	0	0	0	0	0	48.43	66.77	.	.	.	.	.
3244	2	1	0	1	.	.	.	.	0	0	1	1	0	58.26	.	.	1	1	1	1
6546	2	1	0	1	1	1	1	1	1	1	1	1	1	58.55	64.02	.	1	1	0.89	0
2144	2	0	0	.	.	.	.	.	1	1	1	1	1	77.91	.	.	1	1	1	1
1804	2	1	0	0	0	0	0	0	1	1	1	0	0	64.5	75.31	.	1	1	1	1
6000	2	0	0	1	1	1	1	1	0	1	1	1	0	53.6	82	.	0.67	0	0.89	0
3455	2	1	0	1	1	1	0	1	.	.	.	.	.	46.34	.	.	0	0	0.38	0
2677	2	1	0	1	1	0	1	0	0	1	0	0	0	42.69	58.04	.	1	1	1	1
1944	2	1	0	1	1	1	1	1	1	1	1	1	1	73.65	83.71	93.02	1	1	0.78	0
3539	2	0	0	0	1	1	0	0	1	1	1	1	1	53.61	75.37	.	1	1	1	1
4337	2	1	0	0	0	0	0	0	0	1	1	0	0	59.15	67.5	.	0.67	0	0.33	0
5890	2	0	0	1	1	1	1	1	1	1	0	1	0	64.81	71.56	81.63	1	1	1	1
3776	2	0	0	1	1	1	1	1	.	1	1	1	1	66.83	84.31	89.21	0.67	0	0.78	0
2598	2	0	0	1	1	1	0	1	1	1	1	1	1	71.56	80.8	89.81	1	1	0.89	0
1431	2	0	0	1	1	1	1	0	1	1	1	0	0	74.01	85.1	90.83	0.67	0	0.78	0
6109	2	0	0	1	0	1	0	0	0	0	1	0	0	71.19	77.58	.	1	1	0.89	0
5448	2	1	1	1	1	1	1	1	1	0	0	1	0	72.35	78.1	87.92	1	1	1	1
4734	2	1	0	0	1	1	0	1	.	.	.	.	.	61.83	.	.	1	1	1	1
1995	2	1	0	1	1	1	0	1	.	.	.	.	.	71.79	.	.	.	.	.	.
2014	2	1	0	1	0	0	0	0	0	1	1	0	1	67.21	81.43	.	0.5	0	0.88	0
6360	2	1	0	1	0	0	0	0	1	0	0	0	0	67.82	80.38	85.2	0.67	0	0.22	0
4365	2	1	0	1	1	1	0	1	1	1	1	1	1	74.19	88.48	.	1	1	1	1
4163	2	1	0	1	1	1	1	1	1	1	1	0	0	69.51	78.66	82.25	0.67	0	0.89	0
6660	2	1	0	1	0	0	1	1	0	0	1	1	0	63.45	77.6	87.53	0.67	0	0.56	0
2540	2	0	0	1	1	1	1	1	.	.	.	.	.	60.66	.	.	.	.	.	.
5538	2	1	0	1	1	1	1	1	0	1	1	0	0	62.29	73.62	79.59	1	1	0.89	0
6432	2	1	1	1	0	0	0	0	1	1	1	.	1	64.54	71.86	.	1	1	1	1
4346	2	1	0	1	0	0	0	0	0	0	0	.	0	49.85	71.58	74.76	0.5	0	0.62	0
5263	2	0	0	1	0	1	0	0	0	0	0	0	0	56.33	77.74	82.8	1	1	1	1
3470	2	0	0	1	1	1	1	0	0	0	0	0	0	53.34	69.3	71.93	0.67	0	0.78	0
2053	2	0	0	0	0	.	0	0	1	1	1	1	1	42.65	59.7	.	.	.	.	.
4824	2	0	0	1	1	1	1	1	1	1	1	1	1	53.18	70.94	85.52	1	1	0.89	0
5670	2	0	0	0	0	0	0	0	.	.	.	.	.	61.01	.	.	.	.	.	.
1705	2	0	1	1	0	0	0	1	.	.	.	.	.	37.21	.	.	.	.	.	.
4051	2	0	0	1	1	1	1	1	1	1	1	1	1	64.99	73.96	.	1	1	1	1
5888	2	1	0	1	1	0	1	1	1	1	1	1	1	62.91	70.71	74.42	1	1	1	1
5022	2	1	1	1	1	1	0	0	0	0	0	0	0	55.86	.	.	1	1	1	1
3250	2	1	0	1	1	1	1	1	1	1	1	1	1	61.65	69.27	72.01	1	1	1	1
2412	2	1	0	1	.	1	1	1	1	0	0	0	0	61.55	78.93	.	1	1	1	1
2106	2	1	0	1	1	1	.	1	1	1	1	1	1	51.41	62.17	.	1	1	1	1
1820	2	0	0	1	0	0	0	0	1	0	0	0	0	57.96	59.2	68.57	1	1	0.78	0
3730	2	0	0	1	1	0	1	1	0	0	0	0	0	58.33	74.42	79.91	1	1	0.89	0
3044	2	1	0	1	1	1	1	1	1	0	0	0	0	57.77	57.85	61.64	1	1	0.67	0
2977	2	1	0	1	1	1	1	1	1	1	1	1	1	51.54	.	.	1	1	1	1
4949	2	1	0	0	0	1	.	0	1	0	1	0	0	54.42	.	63.26	0.5	0	0.75	0
1916	2	0	0	1	1	1	1	1	0	0	0	0	0	53.57	.	.	1	1	1	1
6807	2	0	0	1	1	1	1	1	1	1	1	1	1	55.85	67.67	.	1	1	1	1
1404	2	0	.	1	1	.	0	.	.	.	.	.	.	38.57	.	.	1	1	1	1
1864	2	1	0	0	0	1	1	1	1	0	1	0	1	40.16	.	57.77	0.67	0	0.89	0
